concurrency,deployment_name,input_sequence_length_avg,output_sequence_length_avg,time_to_first_token_avg,time_to_first_token_min,time_to_first_token_max,time_to_first_token_p50,time_to_first_token_p90,time_to_first_token_p95,time_to_first_token_p99,time_to_first_token_std,inter_token_latency_avg,inter_token_latency_min,inter_token_latency_max,inter_token_latency_p50,inter_token_latency_p90,inter_token_latency_p95,inter_token_latency_p99,inter_token_latency_std,request_latency_avg,request_latency_min,request_latency_max,request_latency_p50,request_latency_p90,request_latency_p95,request_latency_p99,request_latency_std,request_throughput_avg,output_token_throughput_avg,output_token_throughput_per_user_avg,output_token_throughput_per_user_min,output_token_throughput_per_user_max,output_token_throughput_per_user_p50,output_token_throughput_per_user_p90,output_token_throughput_per_user_p95,output_token_throughput_per_user_p99,output_token_throughput_per_user_std,output_token_count_avg,output_token_count_min,output_token_count_max,output_token_count_p50,output_token_count_p90,output_token_count_p95,output_token_count_p99,output_token_count_std,benchmark_duration_avg,end_time,error_isl_avg,error_isl_max,error_isl_min,error_isl_p50,error_isl_p90,error_isl_p95,error_isl_p99,error_isl_std,error_request_count_avg,error_summary_count,input_config_cli_command,input_sequence_length_max,input_sequence_length_min,input_sequence_length_p50,input_sequence_length_p90,input_sequence_length_p95,input_sequence_length_p99,input_sequence_length_std,inter_chunk_latency_avg,inter_chunk_latency_max,inter_chunk_latency_min,inter_chunk_latency_p50,inter_chunk_latency_p90,inter_chunk_latency_p95,inter_chunk_latency_p99,inter_chunk_latency_std,max_response_timestamp_avg,min_request_timestamp_avg,output_sequence_length_max,output_sequence_length_min,output_sequence_length_p50,output_sequence_length_p90,output_sequence_length_p95,output_sequence_length_p99,output_sequence_length_std,request_count_avg,start_time,time_to_second_token_avg,time_to_second_token_max,time_to_second_token_min,time_to_second_token_p50,time_to_second_token_p90,time_to_second_token_p95,time_to_second_token_p99,time_to_second_token_std,total_error_isl_avg,total_isl_avg,total_osl_avg,total_output_tokens_avg,was_cancelled
100,4a,5000.02,99.98,1087.976143005,133.129147,2865.4738629999997,912.4080375,2389.539998399999,2707.4875634499995,2787.70468701,790.6026864405612,27.136692939356838,11.197490343434342,59.52372970707071,25.95320129292929,44.9678282040404,49.18726458232323,56.126317922033586,11.482161760838515,3773.8706528850003,1521.624302,6031.282126,3923.9014525,6027.1684446,6028.4923135,6030.70900206,1374.4047571827134,24.92332867553705,2491.8344009801945,44.246083118727604,16.80002252750657,89.30572559826771,38.53089215579565,75.12849758707897,83.11117153599385,88.10848919832745,19.355091284156458,99.98,99.0,100.0,100.0,100.0,100.0,100.0,0.14,8.0246103,2025-11-13T23:12:57.765907,,,,,,,,,,0,"aiperf profile -m ""/models/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"" --tokenizer ""/models/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"" --endpoint-type ""chat"" --streaming -u ""http://127.0.0.1:8003"" --synthetic-input-tokens-mean 5000 --synthetic-input-tokens-stddev 0 --concurrency 100 --output-tokens-mean 100 --request-count 200 --extra-inputs ""max_tokens:100"" --extra-inputs ""min_tokens:100"" --extra-inputs ""ignore_eos:true"" --artifact-dir ""/workspace/cjworkspace/temp/sglangv2/disagg/agg4a_isl5000_osl100/c100""",5002.0,5000.0,5000.0,5000.0,5000.0,5000.02,0.19899748742132398,27.142585113233284,2750.123344,0.008695999999999999,12.298743,12.927836,15.172663499999999,519.8175241999994,134.28642603079422,1.7631043776093658e+18,1.7631043695847555e+18,100.0,99.0,100.0,100.0,100.0,100.0,0.14,200.0,2025-11-13T23:12:49.576945,779.7164336699999,2750.123344,10.340947,506.91313349999996,1947.8640092999997,2314.508751799999,2603.033761639999,755.1316247535265,,1000004.0,19996.0,19996.0,False
110,4a,5000.040909090909,100.0,1159.7619270545454,134.872162,3218.08679,920.946703,2577.6783923000003,2784.8071240499985,3122.3351300000004,871.3199134178188,27.306281007943067,11.411898969696969,62.39676903030303,26.31134158080808,42.867971311111106,48.26065376919191,58.43981233050505,11.087241304410147,3863.083746840909,1397.0943089999998,6319.8962839999995,3985.584305,6314.0411497,6316.212562199999,6318.63014571,1362.4442659200708,26.720780051958737,2672.078005195874,43.235124203005434,16.026470850026694,87.62783500409432,38.006423873752894,71.3718560850062,84.72733477914625,87.34757539001414,18.20608617990735,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,8.233292575,2025-11-13T23:13:19.375427,,,,,,,,,,0,"aiperf profile -m ""/models/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"" --tokenizer ""/models/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"" --endpoint-type ""chat"" --streaming -u ""http://127.0.0.1:8003"" --synthetic-input-tokens-mean 5000 --synthetic-input-tokens-stddev 0 --concurrency 110 --output-tokens-mean 100 --request-count 220 --extra-inputs ""max_tokens:100"" --extra-inputs ""min_tokens:100"" --extra-inputs ""ignore_eos:true"" --artifact-dir ""/workspace/cjworkspace/temp/sglangv2/disagg/agg4a_isl5000_osl100/c110""",5001.0,5000.0,5000.0,5000.0,5000.0,5001.0,0.19807962335909932,27.306281007943067,3090.407338,0.006574,12.515666,14.862409600000005,16.694011099999997,618.27577596,134.74029720899833,1.7631043992414454e+18,1.7631043910081526e+18,100.0,100.0,100.0,100.0,100.0,100.0,0.0,220.0,2025-11-13T23:13:10.999827,828.0619203954545,3090.407338,12.53331,523.581056,2089.8250004,2484.1949278499997,2852.9656696,796.9667293750689,,1100009.0,22000.0,22000.0,False
120,4a,5000.0875,100.00416666666666,1137.9757585791665,37.189797,3639.953767,650.847358,2758.1017202999997,3159.846435649999,3409.1684114,999.3053332791253,29.958610179150316,9.457218303030302,73.24205875757575,26.947949727272725,50.42304181313131,58.478228121212105,69.65381250894556,14.033219538279456,4103.7420015375,1113.158649,7389.52121,3933.9982495,7383.5832536,7386.30147355,7388.43709401,1838.4039468834785,26.971010122114457,2697.213391420288,41.61073841204202,13.653357332702852,105.73933771620537,37.108575306879175,77.29111743730232,86.76854874813293,96.00806391278788,20.477750389973984,100.00416666666666,99.0,102.0,100.0,100.0,100.0,100.0,0.14427741410983988,8.898443140000001,2025-11-13T23:13:41.897831,,,,,,,,,,0,"aiperf profile -m ""/models/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"" --tokenizer ""/models/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"" --endpoint-type ""chat"" --streaming -u ""http://127.0.0.1:8003"" --synthetic-input-tokens-mean 5000 --synthetic-input-tokens-stddev 0 --concurrency 120 --output-tokens-mean 100 --request-count 240 --extra-inputs ""max_tokens:100"" --extra-inputs ""min_tokens:100"" --extra-inputs ""ignore_eos:true"" --artifact-dir ""/workspace/cjworkspace/temp/sglangv2/disagg/agg4a_isl5000_osl100/c120""",5002.0,5000.0,5000.0,5000.0,5000.05,5002.0,0.3935019059674298,29.957234777356902,3519.1825559999997,0.0065569999999999995,12.6677965,17.4317065,19.933204599999996,631.70853109,140.14880331439872,1.7631044216282348e+18,1.7631044127297917e+18,102.0,99.0,100.0,100.0,100.0,100.0,0.14427741410983988,240.0,2025-11-13T23:13:32.720765,796.8645875,3519.1825559999997,9.2632,369.19730799999996,2367.4227353,2708.103298,3187.727112139998,904.143883337614,,1200021.0,24001.0,24001.0,False
130,4a,5000.0192307692305,100.00769230769231,1297.0195980923077,36.140665999999996,3693.7916689999997,833.3747455,3179.7506076,3342.5505107999993,3603.63417385,1081.3745327591225,33.05377678371567,9.336518212121213,80.80751492929294,29.234114257575758,55.70352489494949,64.66032408333332,76.8270320740404,15.931807896268502,4569.772213007692,1265.400946,8142.355578,4565.6266534999995,8132.5314917999995,8135.6177158,8141.42296439,1991.6371901453017,26.411637139121034,2641.3668803516352,38.61130700430971,12.375086659638106,107.10630850607045,34.206659802274444,71.93851699218303,78.94780467450933,104.65166400931267,20.482227896338568,100.00769230769231,99.0,102.0,100.0,100.0,100.0,100.0,0.15171602248704633,9.844145542000001,2025-11-13T23:14:05.469525,,,,,,,,,,0,"aiperf profile -m ""/models/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"" --tokenizer ""/models/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"" --endpoint-type ""chat"" --streaming -u ""http://127.0.0.1:8003"" --synthetic-input-tokens-mean 5000 --synthetic-input-tokens-stddev 0 --concurrency 130 --output-tokens-mean 100 --request-count 260 --extra-inputs ""max_tokens:100"" --extra-inputs ""min_tokens:100"" --extra-inputs ""ignore_eos:true"" --artifact-dir ""/workspace/cjworkspace/temp/sglangv2/disagg/agg4a_isl5000_osl100/c130""",5001.0,5000.0,5000.0,5000.0,5000.0,5001.0,0.13733516208736252,33.06324525481815,3570.5617589999997,2.302583,13.299468,16.095961,19.05515475,750.8927398999999,173.85036978034435,1.7631044454665882e+18,1.7631044356224428e+18,102.0,99.0,100.0,100.0,100.0,100.0,0.15171602248704633,260.0,2025-11-13T23:13:55.612899,933.7938161615384,3570.5617589999997,8.875475999999999,532.1667325,2571.0981217,2983.858735799998,3415.8424849500025,974.5378945022626,,1300005.0,26002.0,26002.0,False
140,4a,5000.028571428571,100.00714285714285,1326.2090560392855,131.876146,3876.5458329999997,832.08064,3192.7697649,3554.0026762,3797.4594869299995,1119.873836925754,34.91362189468326,11.524398414141414,79.93140866666667,33.27152461111111,56.48138225050505,63.68541711868687,76.00876236777778,15.08221382793493,4782.825236935714,1777.1996589999999,8062.451534,4887.4857255,8053.8885972,8057.56770875,8061.00931522,1951.639816532697,27.971296904040706,2797.3294853819566,35.01037600639158,12.510726592724545,86.77242525500638,30.05573222351968,63.934179455678205,68.20651135412872,81.72703192017981,16.825044833446093,100.00714285714285,100.0,101.0,100.0,100.0,100.0,100.0,0.0842130437325114,10.010261625,2025-11-13T23:14:29.009618,,,,,,,,,,0,"aiperf profile -m ""/models/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"" --tokenizer ""/models/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"" --endpoint-type ""chat"" --streaming -u ""http://127.0.0.1:8003"" --synthetic-input-tokens-mean 5000 --synthetic-input-tokens-stddev 0 --concurrency 140 --output-tokens-mean 100 --request-count 280 --extra-inputs ""max_tokens:100"" --extra-inputs ""min_tokens:100"" --extra-inputs ""ignore_eos:true"" --artifact-dir ""/workspace/cjworkspace/temp/sglangv2/disagg/agg4a_isl5000_osl100/c140""",5002.0,5000.0,5000.0,5000.0,5000.0,5001.0,0.18680995472317172,34.92035397066677,3750.343601,0.006553,15.351818499999998,16.592436499999998,20.1328765,752.3408933999999,175.18314796939805,1.7631044688859425e+18,1.7631044588756808e+18,101.0,100.0,100.0,100.0,100.0,100.0,0.0842130437325114,280.0,2025-11-13T23:14:18.865762,990.9828989249999,3750.343601,11.132840999999999,565.1031605,2734.4440326,3158.55206455,3555.26446609,1022.4157616338352,,1400008.0,28002.0,28002.0,False
150,4a,5000.026666666667,100.00666666666666,1539.5058445466666,43.684134,4553.236362,1131.5712865,3530.4715298000006,3972.68844905,4331.46899838,1221.499243546632,35.514446917511776,12.995680686868686,83.36144073737374,33.23829295454545,57.85058018454548,68.06247899646465,79.55693319333332,15.8110161249848,5055.871973446667,1748.7365519999998,8393.295791999999,5077.517863,8382.3542941,8385.7704874,8390.290406569999,2001.0600181011114,28.57706158382948,2857.8966721268403,34.328534303454994,11.995953898523089,76.94864348355655,30.08597277275029,60.20656886563033,65.13037016384153,75.2326096183818,15.714842961235421,100.00666666666666,99.0,101.0,100.0,100.0,100.0,101.0,0.14126413400278062,10.497930276,2025-11-13T23:14:52.894745,,,,,,,,,,0,"aiperf profile -m ""/models/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"" --tokenizer ""/models/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"" --endpoint-type ""chat"" --streaming -u ""http://127.0.0.1:8003"" --synthetic-input-tokens-mean 5000 --synthetic-input-tokens-stddev 0 --concurrency 150 --output-tokens-mean 100 --request-count 300 --extra-inputs ""max_tokens:100"" --extra-inputs ""min_tokens:100"" --extra-inputs ""ignore_eos:true"" --artifact-dir ""/workspace/cjworkspace/temp/sglangv2/disagg/agg4a_isl5000_osl100/c150""",5001.0,5000.0,5000.0,5000.0,5000.0,5001.0,0.16110727964792765,35.5248303980468,4434.9284259999995,0.0067789999999999994,15.237914,16.7552046,20.3336901,764.55636394,190.64962027688185,1.7631044928926316e+18,1.7631044823947013e+18,101.0,99.0,100.0,100.0,100.0,101.0,0.14126413400278062,300.0,2025-11-13T23:14:42.383732,1205.0558895166666,4434.9284259999995,13.21182,828.7660065,3108.6268320000013,3662.3122183499995,4060.724083209999,1159.3848901224258,,1500008.0,30002.0,30002.0,False
160,4a,5000.01875,100.0,1557.0149477625,134.156735,4327.580293,980.0891375,3780.7980139,4012.33682655,4239.8480197,1266.9415119403307,34.950478303669314,15.144736575757575,72.80510456565656,32.96751697474747,56.223566932323244,62.71258842323232,70.15867831111112,14.026861691177597,5017.1102052375,2533.800414,7358.947461,5132.396511999999,7344.361624499999,7349.2408163,7352.8912448,1790.2315814024885,30.77425618751181,3077.425618751181,33.69373493378191,13.735300649121205,66.02954069209207,30.33288900345728,56.89541940132639,63.7132052881301,65.8706050125954,13.911151432881939,100.0,98.0,102.0,100.0,100.0,100.0,100.0,0.19364916731037085,10.398301686,2025-11-13T23:15:16.705271,,,,,,,,,,0,"aiperf profile -m ""/models/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"" --tokenizer ""/models/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"" --endpoint-type ""chat"" --streaming -u ""http://127.0.0.1:8003"" --synthetic-input-tokens-mean 5000 --synthetic-input-tokens-stddev 0 --concurrency 160 --output-tokens-mean 100 --request-count 320 --extra-inputs ""max_tokens:100"" --extra-inputs ""min_tokens:100"" --extra-inputs ""ignore_eos:true"" --artifact-dir ""/workspace/cjworkspace/temp/sglangv2/disagg/agg4a_isl5000_osl100/c160""",5001.0,5000.0,5000.0,5000.0,5000.0,5001.0,0.13564084008881688,34.95156041516462,4203.187629,0.006777999999999999,15.438419999999999,16.438985199999998,18.17609249999999,867.239851640013,189.2970244599727,1.763104516700048e+18,1.7631045063017462e+18,102.0,98.0,100.0,100.0,100.0,100.0,0.19364916731037085,320.0,2025-11-13T23:15:06.290333,1131.41739149375,4203.187629,10.585415,756.315129,3100.9720874,3585.97108675,4004.59159349,1132.163131141033,,1600006.0,32000.0,32000.0,False
170,4a,5000.035294117647,100.00588235294117,1557.5127442647058,40.296533,4710.388092,959.237666,3763.7061005000005,4121.97166195,4611.8968533199995,1314.168253663295,36.10149910856834,10.652856939393939,78.46813123232323,34.328297308080806,59.663165325252535,67.90298837323232,76.34209496919192,15.857764575458612,5131.965353611765,2368.650157,8229.166455999999,5130.084355,7902.2623891,8134.9313475,8172.859356049999,2084.5395966497404,31.508935494139454,3151.078896093323,34.00496608901793,12.744027215829396,93.87153189883087,29.13048647710525,60.8888732721885,66.63796682844514,75.07454250845235,16.240996118771463,100.00588235294117,98.0,101.0,100.0,100.0,100.0,101.0,0.18777517293543963,10.790589865000001,2025-11-13T23:15:40.794354,,,,,,,,,,0,"aiperf profile -m ""/models/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"" --tokenizer ""/models/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"" --endpoint-type ""chat"" --streaming -u ""http://127.0.0.1:8003"" --synthetic-input-tokens-mean 5000 --synthetic-input-tokens-stddev 0 --concurrency 170 --output-tokens-mean 100 --request-count 340 --extra-inputs ""max_tokens:100"" --extra-inputs ""min_tokens:100"" --extra-inputs ""ignore_eos:true"" --artifact-dir ""/workspace/cjworkspace/temp/sglangv2/disagg/agg4a_isl5000_osl100/c170""",5001.0,5000.0,5000.0,5000.0,5000.0,5001.0,0.18452220166303673,36.10772735094183,4624.300633,0.00649,15.3604975,19.535196399999997,20.68723295,769.67790687,190.3483422998586,1.763104540792725e+18,1.763104530002135e+18,101.0,98.0,100.0,100.0,100.0,101.0,0.18777517293543963,340.0,2025-11-13T23:15:29.990256,1139.7680348794117,4624.300633,0.009861,605.4677435,3202.9499032,3724.3681626499997,4265.53955689,1225.1871759660733,,1700012.0,34002.0,34002.0,False
180,4a,5000.008333333333,100.00555555555556,1528.3526239083333,37.800278,5086.647264,848.0576365,3800.0446309,4218.5303668,4914.679841710001,1405.6457779329733,38.18536482465561,11.661640404040403,95.15025823232322,34.329701575757575,68.71644586565661,78.97094512070709,89.92298497585864,20.510266219857872,5309.0655332472215,1308.4771759999999,9579.576654,5292.195552,9571.401988200001,9575.103934899998,9578.28277337,2714.076033753198,31.89075880667138,3189.2530515493972,35.29031027568235,10.509692969601346,85.75122927418774,29.129294870836944,67.86795150774253,74.11911193099945,85.73374964546753,19.535642875747776,100.00555555555556,98.0,101.0,100.0,100.0,100.0,100.41000000000003,0.1489676408643547,11.288536663,2025-11-13T23:16:05.412374,,,,,,,,,,0,"aiperf profile -m ""/models/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"" --tokenizer ""/models/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"" --endpoint-type ""chat"" --streaming -u ""http://127.0.0.1:8003"" --synthetic-input-tokens-mean 5000 --synthetic-input-tokens-stddev 0 --concurrency 180 --output-tokens-mean 100 --request-count 360 --extra-inputs ""max_tokens:100"" --extra-inputs ""min_tokens:100"" --extra-inputs ""ignore_eos:true"" --artifact-dir ""/workspace/cjworkspace/temp/sglangv2/disagg/agg4a_isl5000_osl100/c180""",5001.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.09090593428863097,38.19330585256482,4998.284256999999,0.006591,15.606993,22.980154,24.659926499999997,665.4391592000001,193.68968528531647,1.7631045654107328e+18,1.763104554122196e+18,101.0,98.0,100.0,100.0,100.0,100.41000000000003,0.1489676408643547,360.0,2025-11-13T23:15:54.109632,1132.0016272416665,4998.284256999999,0.008253,581.750722,3324.7927448,3764.34260795,4519.560631250001,1294.7586719486676,,1800003.0,36002.0,36002.0,False
190,4a,5000.005263157895,100.0,1746.0519078394736,28.802944999999998,5495.867365,1160.038734,4017.4380795999996,4612.45299895,5224.87742575,1459.3795096366505,39.733231619605284,11.200397696969697,99.00297083838383,36.60087941414142,66.71873532780872,74.78779103181819,93.36166091323227,18.702873929718816,5679.402717644737,1456.807331,10157.571509,5606.32989,9938.6849221,9964.907914049998,10083.06669477,2434.515922272098,31.495613626859633,3149.561362685963,31.811804453533224,10.100706994262197,89.28254398239386,27.321747912652175,58.09870300614069,70.59908709905451,83.36560177401769,16.80748270494923,100.0,99.0,102.0,100.0,100.0,100.0,100.20999999999998,0.20519567041703082,12.065172138000001,2025-11-13T23:16:30.824941,,,,,,,,,,0,"aiperf profile -m ""/models/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"" --tokenizer ""/models/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"" --endpoint-type ""chat"" --streaming -u ""http://127.0.0.1:8003"" --synthetic-input-tokens-mean 5000 --synthetic-input-tokens-stddev 0 --concurrency 190 --output-tokens-mean 100 --request-count 380 --extra-inputs ""max_tokens:100"" --extra-inputs ""min_tokens:100"" --extra-inputs ""ignore_eos:true"" --artifact-dir ""/workspace/cjworkspace/temp/sglangv2/disagg/agg4a_isl5000_osl100/c190""",5001.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.072356458341408,39.73821039869194,5368.571766999999,0.006558,16.199899,22.138807800000027,26.107049999999997,906.9849790799998,213.24382297091094,1.7631045908226035e+18,1.7631045787574313e+18,102.0,99.0,100.0,100.0,100.0,100.20999999999998,0.20519567041703082,380.0,2025-11-13T23:16:18.743933,1306.3829970631577,5368.571766999999,10.523315,850.5294584999999,3530.1287279999997,4115.0943267,4864.823384359996,1334.7140332068025,,1900002.0,38000.0,38000.0,False
200,4a,5000.0275,99.9925,1751.8030631875,46.346481,5289.286067,1048.9692539999999,4227.067887700001,4693.370154049996,5025.872826429998,1512.574466618117,40.814341533252005,16.65958869,85.31111365656565,38.31787969696969,66.76013652424243,73.37545396212114,83.06441492272725,16.433643618887547,5792.291387212499,2880.821981,8662.369073,5641.841624,8652.395301999999,8656.152682799999,8660.531530979999,2235.228057227457,32.89825528886482,3289.578791971815,28.74206694874589,11.721802203001,60.02549154171224,26.09748040255284,46.13703055641788,54.21978386853403,58.34583810342377,11.680087168065853,99.9925,99.0,101.0,100.0,100.0,100.0,100.0,0.1320747894187229,12.158699496,2025-11-13T23:16:56.301658,,,,,,,,,,0,"aiperf profile -m ""/models/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"" --tokenizer ""/models/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"" --endpoint-type ""chat"" --streaming -u ""http://127.0.0.1:8003"" --synthetic-input-tokens-mean 5000 --synthetic-input-tokens-stddev 0 --concurrency 200 --output-tokens-mean 100 --request-count 400 --extra-inputs ""max_tokens:100"" --extra-inputs ""min_tokens:100"" --extra-inputs ""ignore_eos:true"" --artifact-dir ""/workspace/cjworkspace/temp/sglangv2/disagg/agg4a_isl5000_osl100/c200""",5001.0,5000.0,5000.0,5000.0,5000.0,5001.0,0.1635351644142629,40.820229071047905,5112.837543,0.006758,18.419297999999998,19.9807268,22.065351800000002,888.0513452800001,211.91510567863014,1.7631046162978184e+18,1.7631046041391188e+18,101.0,99.0,100.0,100.0,100.0,100.0,0.1320747894187229,400.0,2025-11-13T23:16:44.125936,1318.3132260875,5112.837543,9.055645,821.2398045,3590.4904156,4216.1075608,4810.393241329999,1340.1910598178677,,2000011.0,39997.0,39997.0,False
210,4a,5000.042857142857,100.00238095238095,1791.8387208190477,43.306723999999996,5356.558298999999,1048.351091,4392.9309791000005,4933.36111255,5280.72925651,1572.534254459227,43.043252225802355,14.566377872549019,98.07363654545455,40.30890064646464,73.26168904747475,82.0998844898989,93.78480041292929,19.878272366475013,6053.020901742857,1864.098673,9843.081521,6048.971990999999,9829.4488086,9834.7755271,9841.17757934,2707.007845535174,32.26588629977651,3226.6654535164603,28.97649486450243,10.196420110684143,68.65124664138666,24.808416601939673,51.19011773518834,57.22596260900612,66.59007551036771,13.994467220411185,100.00238095238095,99.0,103.0,100.0,100.0,100.0,100.0,0.1618172032147257,13.016843737,2025-11-13T23:17:22.575060,,,,,,,,,,0,"aiperf profile -m ""/models/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"" --tokenizer ""/models/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"" --endpoint-type ""chat"" --streaming -u ""http://127.0.0.1:8003"" --synthetic-input-tokens-mean 5000 --synthetic-input-tokens-stddev 0 --concurrency 210 --output-tokens-mean 100 --request-count 420 --extra-inputs ""max_tokens:100"" --extra-inputs ""min_tokens:100"" --extra-inputs ""ignore_eos:true"" --artifact-dir ""/workspace/cjworkspace/temp/sglangv2/disagg/agg4a_isl5000_osl100/c210""",5002.0,5000.0,5000.0,5000.0,5000.0,5001.0,0.22482041207834044,44.64753688382187,5247.645629,0.0065569999999999995,18.570975999999998,20.971480399999997,24.165615999999996,1014.2586530399999,233.59561052840832,1.7631046425734674e+18,1.763104629556624e+18,103.0,99.0,100.0,100.0,100.0,100.0,0.1618172032147257,420.0,2025-11-13T23:17:09.541929,1325.42188275,5247.645629,0.011188,730.8100499999999,3784.4095534999997,4392.3799843,4957.0573592499995,1407.5087784049003,,2100018.0,42001.0,42001.0,False
220,4a,5000.086363636364,99.98409090909091,1923.3932379272728,36.066824,5809.581811,1390.7425449999998,4758.596042000001,5083.058726799998,5587.3969900600005,1679.5021808283138,41.26315687028377,12.864144686868686,103.46214571717171,37.767228732323225,71.43559778686868,84.52190781616157,97.54017795595959,20.779920623030243,6007.829270475,1626.514459,10589.671567,6070.4262945,10382.5081765,10467.12046515,10566.1606873,2828.6902480579975,34.9089213872142,3490.3367695175325,31.009291729467417,9.66537077950848,77.73544408442237,26.477981952565365,54.19603363172047,60.234182132160484,70.26373464876444,15.3538442354427,99.98409090909091,99.0,100.0,100.0,100.0,100.0,100.0,0.12512390553182554,12.604227874000001,2025-11-13T23:17:48.574003,,,,,,,,,,0,"aiperf profile -m ""/models/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"" --tokenizer ""/models/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"" --endpoint-type ""chat"" --streaming -u ""http://127.0.0.1:8003"" --synthetic-input-tokens-mean 5000 --synthetic-input-tokens-stddev 0 --concurrency 220 --output-tokens-mean 100 --request-count 440 --extra-inputs ""max_tokens:100"" --extra-inputs ""min_tokens:100"" --extra-inputs ""ignore_eos:true"" --artifact-dir ""/workspace/cjworkspace/temp/sglangv2/disagg/agg4a_isl5000_osl100/c220""",5001.0,5000.0,5000.0,5000.0,5001.0,5001.0,0.2809002646450977,42.002287010563954,5751.322419,0.006607,18.779377999999998,23.901097999999998,26.746573999999992,508.40210159999987,230.94238570875714,1.7631046685695926e+18,1.7631046559653647e+18,100.0,99.0,100.0,100.0,100.0,100.0,0.12512390553182554,440.0,2025-11-13T23:17:35.950893,1411.7405605681818,5751.322419,0.009523,961.8334775,3958.465323000001,4613.02300005,5342.685471510001,1492.42370803555,,2200038.0,43993.0,43993.0,False
230,4a,5000.01304347826,99.98913043478261,1856.855410497826,52.44092,6297.796284999999,848.5575325,4793.66851,5236.6057343,5812.787487269995,1771.5099879630775,44.301712042735915,12.903056858585858,111.95974182828283,40.22724626767677,77.67327727676769,89.64773937929289,106.04824554363636,22.638450772028545,6242.130572952174,1476.0547179999999,11230.222910999999,6251.235715,11213.797713,11223.198562299998,11228.14360249,3104.7016735706347,34.3462708375272,3434.253754721877,29.626972045622214,8.931781939384427,77.50101475640535,24.859091244620583,53.9109331613158,66.80108300032921,75.73754093397763,16.36462139501864,99.98913043478261,99.0,100.0,100.0,100.0,100.0,100.0,0.1036890436322767,13.393011491000001,2025-11-13T23:18:16.042298,,,,,,,,,,0,"aiperf profile -m ""/models/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"" --tokenizer ""/models/deepseek-ai/DeepSeek-R1-Distill-Llama-8B"" --endpoint-type ""chat"" --streaming -u ""http://127.0.0.1:8003"" --synthetic-input-tokens-mean 5000 --synthetic-input-tokens-stddev 0 --concurrency 230 --output-tokens-mean 100 --request-count 460 --extra-inputs ""max_tokens:100"" --extra-inputs ""min_tokens:100"" --extra-inputs ""ignore_eos:true"" --artifact-dir ""/workspace/cjworkspace/temp/sglangv2/disagg/agg4a_isl5000_osl100/c230""",5002.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.16098703114411841,44.305437617592794,6189.130741999999,0.006378,18.86227,25.581606899999997,28.997885799999988,893.451225189997,227.43792131117328,1.7631046960382902e+18,1.7631046826452787e+18,100.0,99.0,100.0,100.0,100.0,100.0,0.1036890436322767,460.0,2025-11-13T23:18:02.628498,1315.632583971739,6189.130741999999,0.010036,535.1296995,4093.037281,4717.847222149997,5604.3736237699995,1595.885800144271,,2300006.0,45995.0,45995.0,False
